"ID","dstOffset","rawOffset","status","timeZoneId","timeZoneName"
"CDB",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"Z87",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"1AK3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"CXF",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KCR",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"JLA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"Z93",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"CDV",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK30",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"CKU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"K29",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"CGA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5C5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"1AK0",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"1AK1",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"CJX",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"1AK2",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"DCK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"SCC",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"35AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK15",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"22AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK78",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AA50",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AA03",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4AK1",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"DEE",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"BIG",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"11AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"D66",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AA22",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"29AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"45AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK09",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"9AK4",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK35",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"72AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK77",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"76AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"0Z2",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"DLG",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK21",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"0Z3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"DM2",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK23",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"EAA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"47AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"D72",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"EEK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"EII",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KKU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KEK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ERO",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ELV",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ELI",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MOS",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"1Z9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ENM",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2Z1",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2Z2",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2Z3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"EXI",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2Z5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK28",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"1AK9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK22",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"32AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"25AA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MTF",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"31AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK52",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FBK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK1",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK2",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK7",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"EIL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"83AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FAI",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2Z6",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KFP",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FWL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"TNW",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FKK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"3Z1",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FVM",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FLT",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FYU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FNR",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GBH",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GAL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GAM",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AQY",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KGZ",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"3Z8",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GLV",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GNU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"Z40",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GSZ",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KGX",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GKN",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"8AK1",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GST",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HNS",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"3Z9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4Z2",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HWI",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HRR",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"7AK7",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK33",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK6",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HYL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HCA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HOM",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5BL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK17",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK18",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK4",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"98AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4AA4",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"46AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"0AK7",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"OOH",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HNH",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HPB",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5HO",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4Z5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"13AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK29",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK89",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AA33",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AA30",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"80AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HUS",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HLA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"HYG",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4Z7",0,-28800,"OK","America/Vancouver","Pacific Standard Time"
"19AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK8",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"IGG",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ILI",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KIB",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4Z9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK60",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"JNU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK94",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AA44",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5Z1",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"73AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"18AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KAE",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AFE",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"8AK7",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"1KC",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KLG",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KAL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5Z4",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5Z5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"Z90",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KYK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KKL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KXA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"Z09",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5KS",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5Z7",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5Z9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ENA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"3AK5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"8AK2",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2R3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"30AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"3AK4",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"6AK3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"03AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"75AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"9C0",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"17AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KTN",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5KE",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"8K9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"IAN",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KVC",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AKN",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"IIK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KKB",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KVL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AQC",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AKW",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"OBU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KDK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"9Z3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ADQ",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"T44",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK74",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5KO",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"9K2",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"JZZ",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"DUY",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2A9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"OTZ",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KKA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KYU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"LKK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"UBW",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"27AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"9Z7",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KWT",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KWK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"GGV",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"Z55",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"13S",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2A3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"9Z9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ALZ",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"9Z8",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"2AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK71",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4AK3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"13Z",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK45",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"15Z",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK31",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK0",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MCG",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK40",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"16Z",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"INR",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK06",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4AK5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MLY",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MBA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MDM",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MYK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"0AK5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"24AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MYU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MTM",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"84K",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MHM",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"51Z",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"0AK3",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"99AK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"52Z",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KMY",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"MOU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"IBN",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"76Z",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"5NK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4AK9",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"78Z",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KEB",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK07",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"4AK8",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"WNA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"PKA",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"OUL",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"ENN",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"KNW",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"EWU",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"WWT",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"IGT",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"1AK5",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"AK73",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"FSP",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"IKO",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"NIN",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
"WTK",0,-32400,"OK","America/Anchorage","Alaska Standard Time"
